Station,SampleDateTime,MeasurementValue
"ADAMSON LAKE, COMPOSITE",06/25/2008 14:00:00,0.19
"ADAMSON LAKE, COMPOSITE",07/24/2008 12:50:00,0.18
"ADAMSON LAKE, COMPOSITE",08/13/2008 11:45:00,0.2
"ADAMSON LAKE, COMPOSITE",09/09/2008 10:45:00,0.2
"ADAMSON LAKE, COMPOSITE",10/07/2008 11:30:00,0.23
"ADAMSON LAKE, PROFILE",03/03/2009 13:15:00,0.34
"AGNES LAKE, COMPOSITE",10/26/1983 12:00:00,0.05
"AGNES LAKE, COMPOSITE",10/07/1987 12:00:00,0.05
"ALIX LAKE, CENTRE COMPOSITE",05/22/1996 14:30:00,0.19
"ALIX LAKE, CENTRE COMPOSITE",06/24/1996 14:15:00,0.2
"ALIX LAKE, CENTRE COMPOSITE",07/16/1996 11:11:00,0.18
"ALIX LAKE, CENTRE COMPOSITE",08/08/1996 09:15:00,0.18
"ALIX LAKE, CENTRE COMPOSITE",09/05/1996 13:40:00,0.18
"ALIX LAKE, CENTRE COMPOSITE",10/03/1996 14:45:00,0.2
"ALIX LAKE, CENTRE COMPOSITE",06/13/2007 13:00:00,0.16
"ALIX LAKE, CENTRE COMPOSITE",07/24/2007 12:20:00,0.16
"ALIX LAKE, CENTRE COMPOSITE",08/29/2007 12:00:00,0.18
"ALIX LAKE, CENTRE COMPOSITE",09/25/2007 12:45:00,0.16
"ALIX LAKE, PROFILE",03/06/1997 12:00:00,0.26
"AMISK LAKE, COMPOSITE",07/04/1983 14:00:00,0.13
"ANDREW LAKE, COMPOSITE",09/13/1983 12:00:00,0.14
"ANGLING LAKE, COMPOSITE",08/08/2004 07:45:00,0.25
"ANGLING LAKE, COMPOSITE",09/03/2004 07:30:00,0.21
"ANGLING LAKE, COMPOSITE",10/01/2004 09:00:00,0.19
"ANTLER LAKE, COMPOSITE",05/28/1987 11:30:00,0.11
"ANTLER LAKE, COMPOSITE",06/29/1987 11:00:00,0.12
"ANTLER LAKE, COMPOSITE",07/28/1987 15:00:00,0.15
"ANTLER LAKE, COMPOSITE",08/18/1987 09:00:00,0.12
"ANTLER LAKE, COMPOSITE",09/24/1987 12:00:00,0.11
"ANTLER LAKE, PROFILE AT CENTRE",01/27/1987 11:01:00,0.15
"ARCH LAKE, COMPOSITE",09/13/1983 12:00:00,0.14
"ARCHER LAKE (L66), COMPOSITE",08/05/1992 12:00:00,0.02
"ARCHER LAKE (L66), PROFILE",03/16/1989 13:01:00,0.04
"ASTOTIN LAKE, COMPOSITE",06/26/2008 11:15:00,0.25
"ASTOTIN LAKE, COMPOSITE",07/22/2008 11:00:00,0.26
"ASTOTIN LAKE, COMPOSITE",08/14/2008 12:45:00,0.25
"ASTOTIN LAKE, COMPOSITE",09/08/2008 10:15:00,0.24
"ASTOTIN LAKE, COMPOSITE",10/02/2008 11:00:00,0.25
"ASTOTIN LAKE, PROFILE",03/04/2009 11:30:00,0.3
"ASTOTIN LAKE, PROFILE",03/04/2009 11:40:00,0.32
"AUDET LAKE (L37), COMPOSITE",09/01/1983 12:00:00,0.24
"AUDET LAKE (L37), COMPOSITE",07/25/1988 13:00:00,0.29
"AUDET LAKE (L37), PROFILE AT CENTRE",03/09/1988 09:01:00,0.36
"AUGER LAKE, COMPOSITE",05/28/1986 17:00:00,0.34
"BANANA LAKE, COMPOSITE",06/24/1986 11:30:00,0.11
"BAPTISTE LAKE, COMPOSITE",10/20/1992 10:00:00,0.16
"BAPTISTE LAKE, NORTH BASIN COMPOSITE",05/11/1983 14:00:00,0.12
"BAPTISTE LAKE, NORTH BASIN COMPOSITE",06/09/1983 11:00:00,0.13
"BAPTISTE LAKE, NORTH BASIN COMPOSITE",07/07/1983 11:00:00,0.16
"BAPTISTE LAKE, NORTH BASIN COMPOSITE",09/07/1983 15:00:00,0.14
"BAPTISTE LAKE, NORTH BASIN COMPOSITE",09/29/1983 12:00:00,0.1
"BAPTISTE LAKE, NORTH BASIN COMPOSITE",05/03/1984 11:00:00,0.12
"BAPTISTE LAKE, NORTH BASIN COMPOSITE",05/29/1984 10:00:00,0.12
"BAPTISTE LAKE, NORTH BASIN COMPOSITE",06/28/1984 11:00:00,0.13
"BAPTISTE LAKE, NORTH BASIN COMPOSITE",07/24/1984 11:00:00,0.12
"BAPTISTE LAKE, NORTH BASIN COMPOSITE",08/21/1984 11:00:00,0.12
"BAPTISTE LAKE, NORTH BASIN COMPOSITE",09/19/1984 12:00:00,0.12
"BAPTISTE LAKE, NORTH BASIN COMPOSITE",02/21/1985 10:00:00,0.1
"BAPTISTE LAKE, NORTH BASIN COMPOSITE",05/16/1985 10:00:00,0.12
"BAPTISTE LAKE, NORTH BASIN COMPOSITE",06/04/1985 10:00:00,0.11
"BAPTISTE LAKE, NORTH BASIN COMPOSITE",07/04/1985 11:00:00,0.11
"BAPTISTE LAKE, NORTH BASIN COMPOSITE",08/01/1985 10:00:00,0.11
"BAPTISTE LAKE, NORTH BASIN COMPOSITE",08/28/1985 11:00:00,0.1
"BAPTISTE LAKE, NORTH BASIN COMPOSITE",09/30/1985 11:00:00,0.14
"BAPTISTE LAKE, NORTH BASIN COMPOSITE",10/22/1985 10:00:00,0.12
"BAPTISTE LAKE, NORTH BASIN COMPOSITE",06/05/1986 11:00:00,0.13
"BAPTISTE LAKE, NORTH BASIN COMPOSITE",07/03/1986 11:00:00,0.12
"BAPTISTE LAKE, NORTH BASIN COMPOSITE",08/07/1986 11:00:00,0.1
"BAPTISTE LAKE, NORTH BASIN COMPOSITE",08/28/1986 11:00:00,0.11
"BAPTISTE LAKE, NORTH BASIN COMPOSITE",09/25/1986 11:00:00,0.11
"BAPTISTE LAKE, NORTH BASIN COMPOSITE",10/29/1986 11:00:00,0.09
"BAPTISTE LAKE, NORTH BASIN COMPOSITE",05/06/1987 10:00:00,0.12
"BAPTISTE LAKE, NORTH BASIN COMPOSITE",06/03/1987 11:00:00,0.12
"BAPTISTE LAKE, NORTH BASIN COMPOSITE",07/02/1987 13:00:00,0.12
"BAPTISTE LAKE, NORTH BASIN COMPOSITE",07/29/1987 13:00:00,0.11
"BAPTISTE LAKE, NORTH BASIN COMPOSITE",09/08/1987 13:00:00,0.12
"BAPTISTE LAKE, NORTH BASIN COMPOSITE",10/08/1987 12:00:00,0.13
"BAPTISTE LAKE, NORTH BASIN COMPOSITE",10/28/1987 11:00:00,0.13
"BAPTISTE LAKE, NORTH BASIN COMPOSITE",05/25/1988 13:00:00,0.1
"BAPTISTE LAKE, NORTH BASIN COMPOSITE",06/14/1988 12:00:00,0.12
"BAPTISTE LAKE, NORTH BASIN COMPOSITE",07/12/1988 12:00:00,0.12
"BAPTISTE LAKE, NORTH BASIN COMPOSITE",08/09/1988 12:00:00,0.12
"BAPTISTE LAKE, NORTH BASIN COMPOSITE",09/07/1988 15:30:00,0.13
"BAPTISTE LAKE, NORTH BASIN COMPOSITE",10/04/1988 15:00:00,0.13
"BAPTISTE LAKE, NORTH BASIN COMPOSITE",05/24/1989 12:00:00,0.12
"BAPTISTE LAKE, NORTH BASIN COMPOSITE",06/22/1989 13:00:00,0.12
"BAPTISTE LAKE, NORTH BASIN COMPOSITE",07/20/1989 14:30:00,0.13
"BAPTISTE LAKE, NORTH BASIN COMPOSITE",08/15/1989 14:00:00,0.11
"BAPTISTE LAKE, NORTH BASIN COMPOSITE",05/09/1990 15:00:00,0.12
"BAPTISTE LAKE, NORTH BASIN COMPOSITE",06/07/1990 13:00:00,0.12
"BAPTISTE LAKE, NORTH BASIN COMPOSITE",06/28/1990 13:00:00,0.11
"BAPTISTE LAKE, NORTH BASIN COMPOSITE",07/26/1990 14:00:00,0.11
"BAPTISTE LAKE, NORTH BASIN COMPOSITE",08/22/1990 13:00:00,0.11
"BAPTISTE LAKE, NORTH BASIN COMPOSITE",09/26/1990 14:59:00,0.12
"BAPTISTE LAKE, NORTH BASIN COMPOSITE",10/23/1990 14:00:00,0.12
"BAPTISTE LAKE, NORTH BASIN COMPOSITE",08/22/1991 12:30:00,0.11
"BAPTISTE LAKE, NORTH BASIN COMPOSITE",09/26/1991 12:00:00,0.11
"BAPTISTE LAKE, NORTH BASIN COMPOSITE",05/06/1992 13:00:00,0.12
"BAPTISTE LAKE, NORTH BASIN COMPOSITE",06/11/1992 15:00:00,0.11
"BAPTISTE LAKE, NORTH BASIN COMPOSITE",07/09/1992 14:00:00,0.11
"BAPTISTE LAKE, NORTH BASIN COMPOSITE",07/29/1992 12:30:00,0.13
"BAPTISTE LAKE, NORTH BASIN COMPOSITE",08/20/1992 12:00:00,0.11
"BAPTISTE LAKE, NORTH BASIN COMPOSITE",09/21/1992 12:30:00,0.12
"BAPTISTE LAKE, NORTH BASIN COMPOSITE",10/15/1992 12:30:00,0.11
"BAPTISTE LAKE, NORTH BASIN COMPOSITE",05/12/1993 13:00:00,0.11
"BAPTISTE LAKE, NORTH BASIN COMPOSITE",06/08/1993 14:00:00,0.12
"BAPTISTE LAKE, NORTH BASIN COMPOSITE",07/07/1993 16:30:00,0.12
"BAPTISTE LAKE, NORTH BASIN COMPOSITE",08/05/1993 13:30:00,0.12
"BAPTISTE LAKE, NORTH BASIN COMPOSITE",08/26/1993 13:00:00,0.12
"BAPTISTE LAKE, NORTH BASIN COMPOSITE",09/21/1993 14:00:00,0.12
"BAPTISTE LAKE, NORTH BASIN COMPOSITE",05/04/1994 12:00:00,0.11
"BAPTISTE LAKE, NORTH BASIN COMPOSITE",06/06/1994 13:30:00,0.12
"BAPTISTE LAKE, NORTH BASIN COMPOSITE",06/28/1994 14:30:00,0.11
"BAPTISTE LAKE, NORTH BASIN COMPOSITE",07/21/1994 14:00:00,0.12
"BAPTISTE LAKE, NORTH BASIN COMPOSITE",08/10/1994 13:00:00,0.13
"BAPTISTE LAKE, NORTH BASIN COMPOSITE",08/31/1994 11:30:00,0.11
"BAPTISTE LAKE, NORTH BASIN COMPOSITE",09/28/1994 12:30:00,0.13
"BAPTISTE LAKE, NORTH BASIN COMPOSITE",10/20/1994 10:15:00,0.16
"BAPTISTE LAKE, NORTH BASIN COMPOSITE",05/10/1995 10:00:00,0.12
"BAPTISTE LAKE, NORTH BASIN COMPOSITE",06/07/1995 10:30:00,0.12
"BAPTISTE LAKE, NORTH BASIN COMPOSITE",07/06/1995 11:30:00,0.12
"BAPTISTE LAKE, NORTH BASIN COMPOSITE",08/01/1995 13:30:00,0.13
"BAPTISTE LAKE, NORTH BASIN COMPOSITE",08/24/1995 12:00:00,0.12
"BAPTISTE LAKE, NORTH BASIN COMPOSITE",09/26/1995 12:00:00,0.12
"BAPTISTE LAKE, NORTH BASIN COMPOSITE",10/26/1995 11:30:00,0.13
"BAPTISTE LAKE, NORTH BASIN COMPOSITE",05/27/1997 11:30:00,0.11
"BAPTISTE LAKE, NORTH BASIN COMPOSITE",05/27/2003 12:15:00,0.12
"BAPTISTE LAKE, NORTH BASIN COMPOSITE",06/17/2003 12:45:00,0.12
"BAPTISTE LAKE, NORTH BASIN COMPOSITE",07/08/2003 11:45:00,0.12
"BAPTISTE LAKE, NORTH BASIN COMPOSITE",07/29/2003 12:00:00,0.12
"BAPTISTE LAKE, NORTH BASIN COMPOSITE",08/20/2003 14:00:00,0.13
"BAPTISTE LAKE, NORTH BASIN COMPOSITE",09/17/2003 12:30:00,0.13
"BAPTISTE LAKE, NORTH BASIN COMPOSITE",10/20/2003 13:00:00,0.14
"BAPTISTE LAKE, NORTH BASIN COMPOSITE",06/28/2004 13:00:00,0.14
"BAPTISTE LAKE, NORTH BASIN COMPOSITE",05/19/2005 12:00:00,0.12
"BAPTISTE LAKE, NORTH BASIN COMPOSITE",06/16/2005 10:45:00,0.13
"BAPTISTE LAKE, NORTH BASIN COMPOSITE",07/13/2005 11:15:00,0.14
"BAPTISTE LAKE, NORTH BASIN COMPOSITE",08/16/2005 11:30:00,0.15
"BAPTISTE LAKE, NORTH BASIN COMPOSITE",08/31/2005 12:00:00,0.15
"BAPTISTE LAKE, NORTH BASIN COMPOSITE",09/29/2005 10:30:00,0.14
"BAPTISTE LAKE, NORTH BASIN COMPOSITE",10/27/2005 11:45:00,0.15
"BAPTISTE LAKE, NORTH BASIN COMPOSITE",05/15/2007 12:30:00,0.12
"BAPTISTE LAKE, NORTH BASIN COMPOSITE",06/25/2007 12:00:00,0.21
"BAPTISTE LAKE, NORTH BASIN COMPOSITE",07/18/2007 11:30:00,0.22
"BAPTISTE LAKE, NORTH BASIN COMPOSITE",08/08/2007 15:00:00,0.13
"BAPTISTE LAKE, NORTH BASIN COMPOSITE",08/30/2007 13:30:00,0.12
"BAPTISTE LAKE, NORTH BASIN COMPOSITE",09/27/2007 11:00:00,0.09
"BAPTISTE LAKE, NORTH BASIN COMPOSITE",10/29/2007 14:30:00,0.09
"BAPTISTE LAKE, NORTH BASIN PROFILE",01/01/1976 10:25:00,0.09
"BAPTISTE LAKE, NORTH BASIN PROFILE",01/01/1976 10:30:00,0.09
"BAPTISTE LAKE, NORTH BASIN PROFILE",01/01/1976 10:35:00,0.12
"BAPTISTE LAKE, NORTH BASIN PROFILE",01/08/1976 10:20:00,0.09
"BAPTISTE LAKE, NORTH BASIN PROFILE",01/08/1976 10:25:00,0.11
"BAPTISTE LAKE, NORTH BASIN PROFILE",01/08/1976 10:30:00,0.11
"BAPTISTE LAKE, NORTH BASIN PROFILE",01/08/1976 10:35:00,0.09
"BAPTISTE LAKE, NORTH BASIN PROFILE",01/08/1976 10:40:00,0.09
"BAPTISTE LAKE, NORTH BASIN PROFILE",01/08/1976 10:45:00,0.11
"BAPTISTE LAKE, NORTH BASIN PROFILE",01/08/1976 10:50:00,0.09
"BAPTISTE LAKE, NORTH BASIN PROFILE",01/15/1976 10:05:00,0.13
"BAPTISTE LAKE, NORTH BASIN PROFILE",01/15/1976 10:10:00,0.09
"BAPTISTE LAKE, NORTH BASIN PROFILE",01/15/1976 10:15:00,0.09
"BAPTISTE LAKE, NORTH BASIN PROFILE",01/22/1976 10:00:00,0.11
"BAPTISTE LAKE, NORTH BASIN PROFILE",01/22/1976 10:05:00,0.09
"BAPTISTE LAKE, NORTH BASIN PROFILE",03/16/1976 10:00:00,0.2
"BAPTISTE LAKE, NORTH BASIN PROFILE",03/16/1976 10:30:00,0.22
"BAPTISTE LAKE, NORTH BASIN PROFILE",03/16/1976 11:00:00,0.2
"BAPTISTE LAKE, NORTH BASIN PROFILE",03/30/1976 12:00:00,0.16
"BAPTISTE LAKE, NORTH BASIN PROFILE",03/30/1976 12:06:00,0.15
"BAPTISTE LAKE, NORTH BASIN PROFILE",03/30/1976 12:12:00,0.15
"BAPTISTE LAKE, NORTH BASIN PROFILE",04/28/1976 12:00:00,0.2
"BAPTISTE LAKE, NORTH BASIN PROFILE",04/28/1976 12:06:00,0.19
"BAPTISTE LAKE, NORTH BASIN PROFILE",04/28/1976 12:12:00,0.2
"BAPTISTE LAKE, NORTH BASIN PROFILE",05/05/1976 12:00:00,0.2
"BAPTISTE LAKE, NORTH BASIN PROFILE",05/05/1976 12:06:00,0.21
"BAPTISTE LAKE, NORTH BASIN PROFILE",05/05/1976 12:12:00,0.2
"BAPTISTE LAKE, NORTH BASIN PROFILE",05/17/1976 12:00:00,0.16
"BAPTISTE LAKE, NORTH BASIN PROFILE",05/19/1976 12:06:00,0.16
"BAPTISTE LAKE, NORTH BASIN PROFILE",05/19/1976 12:12:00,0.16
"BAPTISTE LAKE, NORTH BASIN PROFILE",05/25/1976 12:00:00,0.07
"BAPTISTE LAKE, NORTH BASIN PROFILE",05/25/1976 12:06:00,0.07
"BAPTISTE LAKE, NORTH BASIN PROFILE",05/25/1976 12:12:00,0.07
"BAPTISTE LAKE, NORTH BASIN PROFILE",06/01/1976 12:00:00,0.19
"BAPTISTE LAKE, NORTH BASIN PROFILE",06/01/1976 12:06:00,0.19
"BAPTISTE LAKE, NORTH BASIN PROFILE",06/01/1976 12:12:00,0.19
"BAPTISTE LAKE, NORTH BASIN PROFILE",06/08/1976 12:00:00,0.14
"BAPTISTE LAKE, NORTH BASIN PROFILE",06/08/1976 12:06:00,0.14
"BAPTISTE LAKE, NORTH BASIN PROFILE",06/08/1976 12:12:00,0.14
"BAPTISTE LAKE, NORTH BASIN PROFILE",06/15/1976 12:00:00,0.15
"BAPTISTE LAKE, NORTH BASIN PROFILE",06/15/1976 12:06:00,0.14
"BAPTISTE LAKE, NORTH BASIN PROFILE",06/15/1976 12:12:00,0.14
"BAPTISTE LAKE, NORTH BASIN PROFILE",06/22/1976 12:00:00,0.15
"BAPTISTE LAKE, NORTH BASIN PROFILE",06/22/1976 12:06:00,0.14
"BAPTISTE LAKE, NORTH BASIN PROFILE",06/22/1976 12:12:00,0.15
"BAPTISTE LAKE, NORTH BASIN PROFILE",06/28/1976 12:00:00,0.15
"BAPTISTE LAKE, NORTH BASIN PROFILE",06/28/1976 12:06:00,0.12
"BAPTISTE LAKE, NORTH BASIN PROFILE",06/28/1976 12:12:00,0.14
"BAPTISTE LAKE, NORTH BASIN PROFILE",07/07/1976 12:00:00,0.07
"BAPTISTE LAKE, NORTH BASIN PROFILE",07/07/1976 12:06:00,0.07
"BAPTISTE LAKE, NORTH BASIN PROFILE",07/07/1976 12:12:00,0.07
"BAPTISTE LAKE, NORTH BASIN PROFILE",07/14/1976 12:00:00,0.05
"BAPTISTE LAKE, NORTH BASIN PROFILE",07/14/1976 12:06:00,0.05
"BAPTISTE LAKE, NORTH BASIN PROFILE",07/14/1976 12:12:00,0.05
"BAPTISTE LAKE, NORTH BASIN PROFILE",07/20/1976 12:00:00,0.05
"BAPTISTE LAKE, NORTH BASIN PROFILE",07/20/1976 12:06:00,0.07
"BAPTISTE LAKE, NORTH BASIN PROFILE",07/20/1976 12:12:00,0.07
"BAPTISTE LAKE, NORTH BASIN PROFILE",08/02/1976 12:00:00,0.1
"BAPTISTE LAKE, NORTH BASIN PROFILE",08/02/1976 12:06:00,0.05
"BAPTISTE LAKE, NORTH BASIN PROFILE",08/02/1976 12:12:00,0.05
"BAPTISTE LAKE, NORTH BASIN PROFILE",08/11/1976 12:06:00,0.11
"BAPTISTE LAKE, NORTH BASIN PROFILE",08/11/1976 12:12:00,0.09
"BAPTISTE LAKE, NORTH BASIN PROFILE",08/24/1976 12:00:00,0.1
"BAPTISTE LAKE, NORTH BASIN PROFILE",08/24/1976 12:06:00,0.09
"BAPTISTE LAKE, NORTH BASIN PROFILE",08/24/1976 12:12:00,0.1
"BAPTISTE LAKE, NORTH BASIN PROFILE",08/30/1976 12:00:00,0.1
"BAPTISTE LAKE, NORTH BASIN PROFILE",08/30/1976 12:06:00,0.1
"BAPTISTE LAKE, NORTH BASIN PROFILE",08/30/1976 12:12:00,0.1
"BAPTISTE LAKE, NORTH BASIN PROFILE",09/08/1976 12:00:00,0.12
"BAPTISTE LAKE, NORTH BASIN PROFILE",09/08/1976 12:06:00,0.12
"BAPTISTE LAKE, NORTH BASIN PROFILE",09/08/1976 12:12:00,0.1
"BAPTISTE LAKE, NORTH BASIN PROFILE",09/14/1976 12:00:00,0.08
"BAPTISTE LAKE, NORTH BASIN PROFILE",09/14/1976 12:06:00,0.1
"BAPTISTE LAKE, NORTH BASIN PROFILE",09/14/1976 12:12:00,0.08
"BAPTISTE LAKE, NORTH BASIN PROFILE",09/21/1976 12:00:00,0.13
"BAPTISTE LAKE, NORTH BASIN PROFILE",09/21/1976 12:06:00,0.12
"BAPTISTE LAKE, NORTH BASIN PROFILE",09/21/1976 12:12:00,0.12
"BAPTISTE LAKE, NORTH BASIN PROFILE",09/27/1976 12:00:00,0.1
"BAPTISTE LAKE, NORTH BASIN PROFILE",09/27/1976 12:06:00,0.1
"BAPTISTE LAKE, NORTH BASIN PROFILE",09/27/1976 12:12:00,0.12
"BAPTISTE LAKE, NORTH BASIN PROFILE",10/05/1976 12:00:00,0.12
"BAPTISTE LAKE, NORTH BASIN PROFILE",10/05/1976 12:06:00,0.11
"BAPTISTE LAKE, NORTH BASIN PROFILE",10/05/1976 12:12:00,0.1
"BAPTISTE LAKE, NORTH BASIN PROFILE",10/20/1976 12:00:00,0.11
"BAPTISTE LAKE, NORTH BASIN PROFILE",10/20/1976 12:06:00,0.11
"BAPTISTE LAKE, NORTH BASIN PROFILE",10/20/1976 12:12:00,0.13
"BAPTISTE LAKE, NORTH BASIN PROFILE",10/27/1976 12:00:00,0.08
"BAPTISTE LAKE, NORTH BASIN PROFILE",10/27/1976 12:06:00,0.1
"BAPTISTE LAKE, NORTH BASIN PROFILE",10/27/1976 12:12:00,0.08
"BAPTISTE LAKE, NORTH BASIN PROFILE",11/03/1976 12:00:00,0.09
"BAPTISTE LAKE, NORTH BASIN PROFILE",11/03/1976 12:06:00,0.09
"BAPTISTE LAKE, NORTH BASIN PROFILE",11/03/1976 12:12:00,0.13
"BAPTISTE LAKE, NORTH BASIN PROFILE",12/01/1976 12:00:00,0.12
"BAPTISTE LAKE, NORTH BASIN PROFILE",12/01/1976 12:06:00,0.09
"BAPTISTE LAKE, NORTH BASIN PROFILE",12/01/1976 12:12:00,0.09
"BAPTISTE LAKE, NORTH BASIN PROFILE",12/08/1976 12:00:00,0.09
"BAPTISTE LAKE, NORTH BASIN PROFILE",12/08/1976 12:01:00,0.11
"BAPTISTE LAKE, NORTH BASIN PROFILE",12/08/1976 12:03:00,0.09
"BAPTISTE LAKE, NORTH BASIN PROFILE",12/08/1976 12:04:00,0.09
"BAPTISTE LAKE, NORTH BASIN PROFILE",12/08/1976 12:05:00,0.11
"BAPTISTE LAKE, NORTH BASIN PROFILE",12/08/1976 12:06:00,0.11
"BAPTISTE LAKE, NORTH BASIN PROFILE",12/08/1976 12:08:00,0.09
"BAPTISTE LAKE, NORTH BASIN PROFILE",12/15/1976 12:00:00,0.09
"BAPTISTE LAKE, NORTH BASIN PROFILE",12/15/1976 12:06:00,0.09
"BAPTISTE LAKE, NORTH BASIN PROFILE",12/15/1976 12:12:00,0.13
"BAPTISTE LAKE, NORTH BASIN PROFILE",12/22/1976 12:00:00,0.09
"BAPTISTE LAKE, NORTH BASIN PROFILE",12/22/1976 12:12:00,0.11
"BAPTISTE LAKE, NORTH BASIN PROFILE",01/05/1977 12:00:00,0.12
"BAPTISTE LAKE, NORTH BASIN PROFILE",01/05/1977 12:06:00,0.13
"BAPTISTE LAKE, NORTH BASIN PROFILE",01/05/1977 12:12:00,0.12
"BAPTISTE LAKE, NORTH BASIN PROFILE",01/19/1977 12:00:00,0.16
"BAPTISTE LAKE, NORTH BASIN PROFILE",01/19/1977 12:06:00,0.11
"BAPTISTE LAKE, NORTH BASIN PROFILE",01/19/1977 12:12:00,0.11
"BAPTISTE LAKE, NORTH BASIN PROFILE",02/02/1977 12:00:00,0.09
"BAPTISTE LAKE, NORTH BASIN PROFILE",02/02/1977 12:06:00,0.11
"BAPTISTE LAKE, NORTH BASIN PROFILE",02/02/1977 12:12:00,0.09
"BAPTISTE LAKE, NORTH BASIN PROFILE",02/16/1977 12:00:00,0.12
"BAPTISTE LAKE, NORTH BASIN PROFILE",02/16/1977 12:06:00,0.12
"BAPTISTE LAKE, NORTH BASIN PROFILE",02/16/1977 12:12:00,0.13
"BAPTISTE LAKE, NORTH BASIN PROFILE",03/09/1977 11:59:00,0.1
"BAPTISTE LAKE, NORTH BASIN PROFILE",03/09/1977 12:00:00,0.1
"BAPTISTE LAKE, NORTH BASIN PROFILE",03/09/1977 12:01:00,0.1
"BAPTISTE LAKE, NORTH BASIN PROFILE",03/09/1977 12:02:00,0.1
"BAPTISTE LAKE, NORTH BASIN PROFILE",03/09/1977 12:03:00,0.1
"BAPTISTE LAKE, NORTH BASIN PROFILE",03/09/1977 12:04:00,0.08
"BAPTISTE LAKE, NORTH BASIN PROFILE",03/09/1977 12:05:00,0.1
"BAPTISTE LAKE, NORTH BASIN PROFILE",03/09/1977 12:06:00,0.1
"BAPTISTE LAKE, NORTH BASIN PROFILE",03/09/1977 12:08:00,0.1
"BAPTISTE LAKE, NORTH BASIN PROFILE",03/09/1977 12:10:00,0.1
"BAPTISTE LAKE, NORTH BASIN PROFILE",03/09/1977 12:12:00,0.1
"BAPTISTE LAKE, NORTH BASIN PROFILE",03/09/1977 12:14:00,0.1
"BAPTISTE LAKE, NORTH BASIN PROFILE",03/23/1977 12:00:00,0.1
"BAPTISTE LAKE, NORTH BASIN PROFILE",03/23/1977 12:06:00,0.08
"BAPTISTE LAKE, NORTH BASIN PROFILE",03/23/1977 12:12:00,0.1
"BAPTISTE LAKE, NORTH BASIN PROFILE",05/11/1977 12:00:00,0.12
"BAPTISTE LAKE, NORTH BASIN PROFILE",05/11/1977 12:06:00,0.1
"BAPTISTE LAKE, NORTH BASIN PROFILE",05/11/1977 12:12:00,0.1
"BAPTISTE LAKE, NORTH BASIN PROFILE",05/18/1977 12:00:00,0.12
"BAPTISTE LAKE, NORTH BASIN PROFILE",05/18/1977 12:06:00,0.12
"BAPTISTE LAKE, NORTH BASIN PROFILE",05/18/1977 12:12:00,0.15
"BAPTISTE LAKE, NORTH BASIN PROFILE",05/31/1977 12:06:00,0.12
"BAPTISTE LAKE, NORTH BASIN PROFILE",05/31/1977 12:12:00,0.11
"BAPTISTE LAKE, NORTH BASIN PROFILE",05/31/1977 13:00:00,0.11
"BAPTISTE LAKE, NORTH BASIN PROFILE",06/22/1977 12:06:00,0.12
"BAPTISTE LAKE, NORTH BASIN PROFILE",06/22/1977 12:12:00,0.11
"BAPTISTE LAKE, NORTH BASIN PROFILE",06/22/1977 13:00:00,0.11
"BAPTISTE LAKE, NORTH BASIN PROFILE",07/13/1977 12:00:00,0.15
"BAPTISTE LAKE, NORTH BASIN PROFILE",07/13/1977 12:06:00,0.15
"BAPTISTE LAKE, NORTH BASIN PROFILE",07/13/1977 12:12:00,0.15
"BAPTISTE LAKE, NORTH BASIN PROFILE",07/19/1977 12:00:00,0.11
"BAPTISTE LAKE, NORTH BASIN PROFILE",07/19/1977 12:06:00,0.11
"BAPTISTE LAKE, NORTH BASIN PROFILE",07/19/1977 12:12:00,0.12
"BAPTISTE LAKE, NORTH BASIN PROFILE",07/27/1977 12:00:00,0.05
"BAPTISTE LAKE, NORTH BASIN PROFILE",07/27/1977 12:06:00,0.05
"BAPTISTE LAKE, NORTH BASIN PROFILE",07/27/1977 12:12:00,0.1
"BAPTISTE LAKE, NORTH BASIN PROFILE",08/03/1977 12:00:00,0.11
"BAPTISTE LAKE, NORTH BASIN PROFILE",08/03/1977 12:06:00,0.09
"BAPTISTE LAKE, NORTH BASIN PROFILE",08/03/1977 12:12:00,0.09
"BAPTISTE LAKE, NORTH BASIN PROFILE",08/10/1977 12:00:00,0.1
"BAPTISTE LAKE, NORTH BASIN PROFILE",08/10/1977 12:06:00,0.1
"BAPTISTE LAKE, NORTH BASIN PROFILE",08/10/1977 12:12:00,0.1
"BAPTISTE LAKE, NORTH BASIN PROFILE",09/14/1977 12:00:00,0.08
"BAPTISTE LAKE, NORTH BASIN PROFILE",09/14/1977 12:06:00,0.08
"BAPTISTE LAKE, NORTH BASIN PROFILE",09/14/1977 12:12:00,0.08
"BAPTISTE LAKE, NORTH BASIN PROFILE",09/21/1977 12:00:00,0.1
"BAPTISTE LAKE, NORTH BASIN PROFILE",09/21/1977 12:06:00,0.1
"BAPTISTE LAKE, NORTH BASIN PROFILE",09/21/1977 12:12:00,0.13
"BAPTISTE LAKE, NORTH BASIN PROFILE",09/28/1977 12:00:00,0.12
"BAPTISTE LAKE, NORTH BASIN PROFILE",09/28/1977 12:06:00,0.12
"BAPTISTE LAKE, NORTH BASIN PROFILE",09/28/1977 12:12:00,0.12
"BAPTISTE LAKE, NORTH BASIN PROFILE",10/05/1977 12:00:00,0.11
