Station,SampleDateTime,MeasurementValue
"SMOKE LAKE, COMPOSITE",07/29/2014 08:00:00,0.05
"SMOKE LAKE, COMPOSITE",08/12/2014 08:15:00,0.06
"SMOKE LAKE, COMPOSITE",09/30/2014 11:30:00,0.05
"SPRAY LAKES RESERVOIR, COMPOSITE",06/26/2014 12:00:00,0.099
"SPRAY LAKES RESERVOIR, COMPOSITE",07/18/2014 11:30:00,0.096
"SPRAY LAKES RESERVOIR, COMPOSITE",08/29/2014 10:30:00,0.089
"SPRAY LAKES RESERVOIR, COMPOSITE",09/15/2014 10:30:00,0.12
"SPRUCE COULEE RESERVOIR, COMPOSITE",06/23/2011 11:30:00,0.11
"SPRUCE COULEE RESERVOIR, COMPOSITE",08/09/2011 10:50:00,0.12
"ST. MARY RESERVOIR, COMPOSITE",06/23/2014 12:00:00,0.05
"ST. MARY RESERVOIR, COMPOSITE",07/09/2014 12:00:00,0.05
"ST. MARY RESERVOIR, COMPOSITE",08/01/2014 10:00:00,0.05
"ST. MARY RESERVOIR, COMPOSITE",09/02/2014 12:00:00,0.05
"ST. MARY RESERVOIR, COMPOSITE",09/25/2014 11:30:00,0.053
"STEELE (CROSS) LAKE, COMPOSITE",06/19/2013 14:21:00,0.13
"STEELE (CROSS) LAKE, COMPOSITE",08/13/2013 13:45:00,0.13
"STEELE (CROSS) LAKE, COMPOSITE",09/10/2013 13:00:00,0.14
"STURGEON LAKE, MAIN BASIN COMPOSITE",06/26/2014 11:35:00,0.08
"STURGEON LAKE, MAIN BASIN COMPOSITE",08/09/2014 09:00:00,0.08
"STURGEON LAKE, MAIN BASIN COMPOSITE",09/22/2014 10:30:00,0.1
"SYLVAN LAKE, COMPOSITE",07/05/2011 12:00:00,0.126
"SYLVAN LAKE, COMPOSITE",08/08/2011 11:30:00,0.137
"SYLVAN LAKE, COMPOSITE",09/08/2011 12:00:00,0.134
"SYLVAN LAKE, COMPOSITE",06/26/2014 13:30:00,0.14
"SYLVAN LAKE, COMPOSITE",08/12/2014 10:45:00,0.14
"SYLVAN LAKE, COMPOSITE",09/22/2014 11:30:00,0.15
"SYLVAN LAKE, PROFILE AT GREATEST DEPTH",08/08/2011 11:05:00,0.132
"SYLVAN LAKE, PROFILE AT GREATEST DEPTH",08/08/2011 11:38:00,0.131
"TOUCHWOOD LAKE, COMPOSITE",06/27/2014 10:00:00,0.11
"TOUCHWOOD LAKE, COMPOSITE",08/15/2014 10:45:00,0.11
"TOUCHWOOD LAKE, COMPOSITE",09/19/2014 10:15:00,0.12
"TRAVERS RESERVOIR, COMPOSITE",06/06/2012 11:00:00,0.21
"TRAVERS RESERVOIR, COMPOSITE",06/27/2012 13:00:00,0.21
"TRAVERS RESERVOIR, COMPOSITE",07/23/2012 11:00:00,0.23
"TRAVERS RESERVOIR, COMPOSITE",08/09/2012 10:55:00,0.2
"TRAVERS RESERVOIR, COMPOSITE",08/28/2012 10:00:00,0.19
"TRAVERS RESERVOIR, COMPOSITE",06/06/2013 14:30:00,0.19
"TRAVERS RESERVOIR, COMPOSITE",07/04/2013 11:25:00,0.19
"TRAVERS RESERVOIR, COMPOSITE",08/13/2013 13:00:00,0.17
"TRAVERS RESERVOIR, COMPOSITE",09/11/2013 10:00:00,0.17
"TWIN VALLEY RESERVOIR, CENTRAL BASIN COMPOSITE",06/01/2011 10:30:00,0.19
"TWIN VALLEY RESERVOIR, CENTRAL BASIN COMPOSITE",07/04/2011 10:30:00,0.22
"TWIN VALLEY RESERVOIR, CENTRAL BASIN COMPOSITE",08/03/2011 11:30:00,0.24
"TWIN VALLEY RESERVOIR, CENTRAL BASIN COMPOSITE",09/27/2011 09:30:00,0.21
"TWIN VALLEY RESERVOIR, CENTRAL BASIN COMPOSITE",05/31/2012 13:00:00,0.22
"TWIN VALLEY RESERVOIR, CENTRAL BASIN COMPOSITE",06/26/2012 09:45:00,0.21
"TWIN VALLEY RESERVOIR, CENTRAL BASIN COMPOSITE",07/17/2012 09:00:00,0.22
"TWIN VALLEY RESERVOIR, CENTRAL BASIN COMPOSITE",08/08/2012 09:51:00,0.21
"TWIN VALLEY RESERVOIR, CENTRAL BASIN COMPOSITE",08/27/2012 11:00:00,0.22
"TWIN VALLEY RESERVOIR, CENTRAL BASIN COMPOSITE",06/05/2013 11:30:00,0.22
"TWIN VALLEY RESERVOIR, CENTRAL BASIN COMPOSITE",07/03/2013 15:15:00,0.2
"TWIN VALLEY RESERVOIR, CENTRAL BASIN COMPOSITE",07/24/2013 13:30:00,0.22
"TWIN VALLEY RESERVOIR, CENTRAL BASIN COMPOSITE",09/04/2013 13:30:00,0.21
"TWIN VALLEY RESERVOIR, CENTRAL BASIN COMPOSITE",10/09/2013 13:00:00,0.22
"TWIN VALLEY RESERVOIR, CENTRAL BASIN COMPOSITE",07/02/2014 09:30:00,0.17
"TWIN VALLEY RESERVOIR, CENTRAL BASIN COMPOSITE",07/21/2014 10:00:00,0.18
"TWIN VALLEY RESERVOIR, CENTRAL BASIN COMPOSITE",08/26/2014 08:59:00,0.19
"TWIN VALLEY RESERVOIR, CENTRAL BASIN COMPOSITE",09/17/2014 08:59:00,0.2
"TWIN VALLEY RESERVOIR, CENTRAL BASIN COMPOSITE",09/30/2014 12:59:00,0.2
"UNNAMED (IDANO) LAKE, COMPOSITE",05/20/2020 13:45:00,0.2
"UPPER CHAIN LAKE (NEAR PONOKA), COMPOSITE",06/16/2011 10:05:00,0.16
"UPPER CHAIN LAKE (NEAR PONOKA), COMPOSITE",08/15/2011 12:10:00,0.14
"UPPER CHAIN LAKE (NEAR PONOKA), COMPOSITE",09/15/2011 10:07:00,0.15
"UPPER KANANASKIS LAKE, COMPOSITE",06/25/2012 08:30:00,0.16
"UPPER KANANASKIS LAKE, COMPOSITE",07/30/2012 08:30:00,0.1
"UPPER KANANASKIS LAKE, COMPOSITE",09/17/2012 09:15:00,0.11
"UPPER THERIEN LAKE, COMPOSITE",06/06/2014 09:50:00,0.4
"UPPER THERIEN LAKE, COMPOSITE",08/13/2014 09:45:00,0.45
"UPPER THERIEN LAKE, COMPOSITE",09/10/2014 09:45:00,0.47
"VICTOR LAKE, COMPOSITE",06/13/2011 18:30:00,0.15
"VICTOR LAKE, COMPOSITE",08/16/2011 08:00:00,0.14
"VICTOR LAKE, COMPOSITE",10/19/2011 15:30:00,0.15
"VICTOR LAKE, PROFILE",03/06/2012 08:20:00,0.16
"VICTOR LAKE, PROFILE",03/06/2012 08:40:00,0.17
"WABAMUN LAKE, EAST BASIN COMPOSITE",05/28/2014 11:45:00,0.4
"WABAMUN LAKE, EAST BASIN COMPOSITE",06/23/2014 13:00:00,0.41
"WABAMUN LAKE, EAST BASIN COMPOSITE",07/15/2014 12:00:00,0.41
"WABAMUN LAKE, EAST BASIN COMPOSITE",08/06/2014 11:30:00,0.41
"WABAMUN LAKE, EAST BASIN COMPOSITE",08/25/2014 11:30:00,0.42
"WABAMUN LAKE, EAST BASIN COMPOSITE",09/16/2014 10:30:00,0.43
"WABAMUN LAKE, EAST BASIN COMPOSITE",10/14/2014 10:40:00,0.4
"WABAMUN LAKE, EAST BASIN PROFILE",08/17/2011 10:10:00,0.4
"WABAMUN LAKE, EAST BASIN PROFILE",08/17/2011 10:30:00,0.4
"WABAMUN LAKE, EAST BASIN PROFILE",02/29/2012 11:00:00,0.51
"WABAMUN LAKE, EAST BASIN PROFILE",02/29/2012 11:15:00,0.5
"WABAMUN LAKE, EAST BASIN PROFILE",02/29/2012 11:30:00,0.5
"WABAMUN LAKE, EAST BASIN PROFILE",03/05/2013 12:30:00,0.42
"WABAMUN LAKE, EAST BASIN PROFILE",03/05/2013 12:45:00,0.4
"WABAMUN LAKE, EAST BASIN PROFILE",03/05/2013 13:00:00,0.4
"WABAMUN LAKE, EAST BASIN PROFILE",08/15/2013 10:05:00,0.32
"WABAMUN LAKE, EAST BASIN PROFILE",08/15/2013 10:20:00,0.38
"WABAMUN LAKE, EAST BASIN PROFILE",03/19/2015 09:45:00,0.43
"WABAMUN LAKE, EAST BASIN PROFILE",03/19/2015 09:50:00,0.43
"WABAMUN LAKE, EAST BASIN PROFILE",03/19/2015 10:00:00,0.44
"WABAMUN LAKE, MAIN BASIN COMPOSITE",07/19/2011 11:15:00,0.4
"WABAMUN LAKE, MAIN BASIN COMPOSITE",08/17/2011 11:00:00,0.4
"WABAMUN LAKE, MAIN BASIN COMPOSITE",09/30/2011 09:30:00,0.42
"WABAMUN LAKE, MAIN BASIN COMPOSITE",05/24/2012 11:45:00,0.43
"WABAMUN LAKE, MAIN BASIN COMPOSITE",06/12/2012 09:45:00,0.36
"WABAMUN LAKE, MAIN BASIN COMPOSITE",07/11/2012 12:15:00,0.42
"WABAMUN LAKE, MAIN BASIN COMPOSITE",08/07/2012 11:30:00,0.42
"WABAMUN LAKE, MAIN BASIN COMPOSITE",08/28/2012 10:40:00,0.42
"WABAMUN LAKE, MAIN BASIN COMPOSITE",09/19/2012 13:00:00,0.4
"WABAMUN LAKE, MAIN BASIN COMPOSITE",10/22/2012 12:00:00,0.4
"WABAMUN LAKE, MAIN BASIN COMPOSITE",06/11/2013 11:00:00,0.36
"WABAMUN LAKE, MAIN BASIN COMPOSITE",07/08/2013 10:30:00,0.41
"WABAMUN LAKE, MAIN BASIN COMPOSITE",08/15/2013 11:30:00,0.37
"WABAMUN LAKE, MAIN BASIN COMPOSITE",09/24/2013 11:00:00,0.39
"WADLIN LAKE, COMPOSITE",06/23/2011 10:30:00,0.11
"WADLIN LAKE, COMPOSITE",08/15/2011 09:30:00,0.12
"WINAGAMI LAKE, COMPOSITE",06/24/2014 09:50:00,0.19
"WINAGAMI LAKE, COMPOSITE",08/07/2014 10:00:00,0.19
"WINAGAMI LAKE, COMPOSITE",09/18/2014 09:30:00,1.1
"WIZARD LAKE, COMPOSITE",06/27/2011 08:45:00,0.17
"WIZARD LAKE, COMPOSITE",08/04/2011 09:45:00,0.16
"WIZARD LAKE, COMPOSITE",09/13/2011 08:45:00,0.16
"WIZARD LAKE, COMPOSITE",06/19/2013 09:15:00,0.16
"WIZARD LAKE, COMPOSITE",08/07/2013 09:20:00,0.17
"WIZARD LAKE, COMPOSITE",09/11/2013 09:15:00,0.18
"WOLF LAKE, COMPOSITE",06/14/2013 08:30:00,0.13
"WOLF LAKE, COMPOSITE",08/22/2013 14:00:00,0.13
"WOLF LAKE, COMPOSITE",09/20/2013 14:00:00,0.13
